Belgium,2008,10666866,
Belgium,2009,10753080,
Belgium,2010,10839905,
Belgium,2011,11000638,
Belgium,2012,11075889,
Belgium,2013,11137974,
Belgium,2014,11180840,
Belgium,2015,11237274,
Belgium,2016,11311117,
Belgium,2017,11351727,
Belgium,2018,11398589,
Bulgária,2008,7518002,
Bulgária,2009,7467119,
Bulgária,2010,7421766,
Bulgária,2011,7369431,
Bulgária,2012,7327224,
Bulgária,2013,7284552,
Bulgária,2014,7245677,
Bulgária,2015,7202198,
Bulgária,2016,7153784,
Bulgária,2017,7101859,
Bulgária,2018,7050034,
Bulgária,2019,7000039,
Csehország,2008,10343422,
Csehország,2009,10425783,
Csehország,2010,10462088,
Csehország,2011,10486731,
Csehország,2012,10505445,
Csehország,2013,10516125,
Csehország,2014,10512419,
Csehország,2015,10538275,
Csehország,2016,10553843,
Csehország,2017,10578820,
Csehország,2018,10610055,
Csehország,2019,10649800,
Dánia,2008,5475791,
Dánia,2009,5511451,
Dánia,2010,5534738,
Dánia,2011,5560628,
Dánia,2012,5580516,
Dánia,2013,5602628,
Dánia,2014,5627235,
Dánia,2015,5659715,
Dánia,2016,5707251,
Dánia,2017,5748769,
Dánia,2018,5781190,
Dánia,2019,5806081,
Németország,2008,82217837,
Németország,2009,82002356,
Németország,2010,81802257,
Németország,2011,80222065,
Németország,2012,80327900,
Németország,2013,80523746,
Németország,2014,80767463,
Németország,2015,81197537,
Németország,2016,82175684,
Németország,2017,82521653,
Németország,2018,82792351,
Németország,2019,83019213,
Észtország,2008,1338440,
Észtország,2009,1335740,
Észtország,2010,1333290,
Észtország,2011,1329660,
Észtország,2012,1325217,
Észtország,2013,1320174,
Észtország,2014,1315819,
Észtország,2015,1314870,
Észtország,2016,1315944,
Észtország,2017,1315635,
Észtország,2018,1319133,
Észtország,2019,1324820,
Írország,2008,4457765,
Írország,2009,4521322,
Írország,2010,4549428,
Írország,2011,4570881,
Írország,2012,4589287,
Írország,2013,4609779,
Írország,2014,4637852,
Írország,2015,4677627,
Írország,2016,4726286,
Írország,2017,4784383,
Írország,2018,4830392,
Írország,2019,4904226,
Görögország,2008,11060937,
Görögország,2009,11094745,
Görögország,2010,11119289,
Görögország,2011,11123392,
Görögország,2012,11086406,
Görögország,2013,11003615,
Görögország,2014,10926807,
Görögország,2015,10858018,
Görögország,2016,10783748,
Görögország,2017,10768193,
Görögország,2018,10741165,
Görögország,2019,10722287,
Spanyolország,2008,45668939,
Spanyolország,2009,46239273,
Spanyolország,2010,46486619,
Spanyolország,2011,46667174,
Spanyolország,2012,46818219,
Spanyolország,2013,46727890,
Spanyolország,2014,46512199,
Spanyolország,2015,46449565,
Spanyolország,2016,46440099,
Spanyolország,2017,46528024,
Spanyolország,2018,46658447,
Spanyolország,2019,46934632,
Franciaország,2008,64007193,
Franciaország,2009,64350226,
Franciaország,2010,64658856,
Franciaország,2011,64978721,
Franciaország,2012,65276983,
Franciaország,2013,65600350,
Franciaország,2014,66165980,
Franciaország,2015,66458153,
Franciaország,2016,66638391,
Franciaország,2017,66804121,
Franciaország,2018,66926166,
Franciaország,2019,67028048,
Horvátország,2008,4311967,
Horvátország,2009,4309796,
Horvátország,2010,4302847,
Horvátország,2011,4289857,
Horvátország,2012,4275984,
Horvátország,2013,4262140,
Horvátország,2014,4246809,
Horvátország,2015,4225316,
Horvátország,2016,4190669,
Horvátország,2017,4154213,
Horvátország,2018,4105493,
Horvátország,2019,4076246,
Olaszország,2008,58652875,
Olaszország,2009,59000586,
Olaszország,2010,59190143,
Olaszország,2011,59364690,
Olaszország,2012,59394207,
Olaszország,2013,59685227,
Olaszország,2014,60782668,
Olaszország,2015,60795612,
Olaszország,2016,60665551,
Olaszország,2017,60589445,
Olaszország,2018,60483973,
Olaszország,2019,60359546,
Ciprus,2008,776333,
Ciprus,2009,796930,
Ciprus,2010,819140,
Ciprus,2011,839751,
Ciprus,2012,862011,
Ciprus,2013,865878,
Ciprus,2014,858000,
Ciprus,2015,847008,
Ciprus,2016,848319,
Ciprus,2017,854802,
Ciprus,2018,864236,
Ciprus,2019,875898,
Lettország,2008,2191810,
Lettország,2009,2162834,
Lettország,2010,2120504,
Lettország,2011,2074605,
Lettország,2012,2044813,
Lettország,2013,2023825,
Lettország,2014,2001468,
Lettország,2015,1986096,
Lettország,2016,1968957,
Lettország,2017,1950116,
Lettország,2018,1934379,
Lettország,2019,1919968,
Litvánia,2008,3212605,
Litvánia,2009,3183856,
Litvánia,2010,3141976,
Litvánia,2011,3052588,
Litvánia,2012,3003641,
Litvánia,2013,2971905,
Litvánia,2014,2943472,
Litvánia,2015,2921262,
Litvánia,2016,2888558,
Litvánia,2017,2847904,
Litvánia,2018,2808901,
Litvánia,2019,2794184,
Luxemburg,2008,483799,
Luxemburg,2009,493500,
Luxemburg,2010,502066,
Luxemburg,2011,511840,
Luxemburg,2012,524853,
Luxemburg,2013,537039,
Luxemburg,2014,549680,
Luxemburg,2015,562958,
Luxemburg,2016,576249,
Luxemburg,2017,590667,
Luxemburg,2018,602005,
Luxemburg,2019,613894,
Magyarország,2008,10045401,
Magyarország,2009,10030975,
Magyarország,2010,10014324,
Magyarország,2011,9985722,
Magyarország,2012,9931925,
Magyarország,2013,9908798,
Magyarország,2014,9877365,
Magyarország,2015,9855571,
Magyarország,2016,9830485,
Magyarország,2017,9797561,
Magyarország,2018,9778371,
Magyarország,2019,9772756,
Málta,2008,407832,
Málta,2009,410926,
Málta,2010,414027,
Málta,2011,414989,
Málta,2012,417546,
Málta,2013,422509,
Málta,2014,429424,
Málta,2015,439691,
Málta,2016,450415,
Málta,2017,460297,
Málta,2018,475701,
Málta,2019,493559,
Hollandia,2008,16405399,
Hollandia,2009,16485787,
Hollandia,2010,16574989,
Hollandia,2011,16655790,
Hollandia,2011,16730348,
Hollandia,2012,16779575,
Hollandia,2013,16829289,
Hollandia,2014,16900726,
Hollandia,2015,16979120,
Hollandia,2016,17081507,
Hollandia,2017,17181084,
Hollandia,2018,17282163,
Ausztria,2008,8307989,
Ausztria,2009,8335003,
Ausztria,2010,8351643,
Ausztria,2011,8375164,
Ausztria,2012,8408121,
Ausztria,2013,8451860,
Ausztria,2014,8507786,
Ausztria,2015,8584926,
Ausztria,2016,8700471,
Ausztria,2017,8772865,
Ausztria,2018,8822267,
Ausztria,2019,8858775,
Lengyelország,2008,38115641,
Lengyelország,2009,38135876,
Lengyelország,2010,38022869,
Lengyelország,2011,38062718,
Lengyelország,2012,38063792,
Lengyelország,2013,38062535,
Lengyelország,2014,38017856,
Lengyelország,2015,38005614,
Lengyelország,2016,37967209,
Lengyelország,2017,37972964,
Lengyelország,2018,37976687,
Lengyelország,2019,37972812,
Portugália,2008,10553339,
Portugália,2009,10563014,
Portugália,2010,10573479,
Portugália,2011,10572721,
Portugália,2012,10542398,
Portugália,2013,10487289,
Portugália,2014,10427301,
Portugália,2015,10374822,
Portugália,2016,10341330,
Portugália,2017,10309573,
Portugália,2018,10291027,
Portugália,2019,10276617,
Románia,2008,20635460,
Románia,2009,20440290,
Románia,2010,20294683,
Románia,2011,20199059,
Románia,2012,20095996,
Románia,2013,20020074,
Románia,2014,19947311,
Románia,2015,19870647,
Románia,2016,19760585,
Románia,2017,19644350,
Románia,2018,19530631,
Románia,2019,19401658,
Szlovénia,2008,2010269,
Szlovénia,2009,2032362,
Szlovénia,2010,2046976,
Szlovénia,2011,2050189,
Szlovénia,2012,2055496,
Szlovénia,2013,2058821,
Szlovénia,2014,2061085,
Szlovénia,2015,2062874,
Szlovénia,2016,2064188,
Szlovénia,2017,2065895,
Szlovénia,2018,2066880,
Szlovénia,2019,2080908,
Szlovákia,2008,5376064,
Szlovákia,2009,5382401,
Szlovákia,2010,5390410,
Szlovákia,2011,5392446,
Szlovákia,2012,5404322,
Szlovákia,2013,5410836,
Szlovákia,2014,5415949,
Szlovákia,2015,5421349,
Szlovákia,2016,5426252,
Szlovákia,2017,5435343,
Szlovákia,2018,5443120,
Szlovákia,2019,5450421,
Finnország,2008,5300484,
Finnország,2009,5326314,
Finnország,2010,5351427,
Finnország,2011,5375276,
Finnország,2012,5401267,
Finnország,2013,5426674,
Finnország,2014,5451270,
Finnország,2015,5471753,
Finnország,2016,5487308,
Finnország,2017,5503297,
Finnország,2018,5513130,
Finnország,2019,5517919,
Svédország,2008,9182927,
Svédország,2009,9256347,
Svédország,2010,9340682,
Svédország,2011,9415570,
Svédország,2012,9482855,
Svédország,2013,9555893,
Svédország,2014,9644864,
Svédország,2015,9747355,
Svédország,2016,9851017,
Svédország,2017,9995153,
Svédország,2018,10120242,
Svédország,2019,10230185,
Nagy-Britannia,2008,61571647,
Nagy-Britannia,2009,62042343,
Nagy-Britannia,2010,62510197,
Nagy-Britannia,2011,63022532,
Nagy-Britannia,2012,63495088,
Nagy-Britannia,2013,63905342,
Nagy-Britannia,2014,64351203,
Nagy-Britannia,2015,64853393,
Nagy-Britannia,2016,65379044,
Nagy-Britannia,2017,65844142,
Nagy-Britannia,2018,66273576,
Nagy-Britannia,2019,66647112,
Izland,2008,315459,
Izland,2009,319368,
Izland,2010,317630,
Izland,2011,318452,
Izland,2012,319575,
Izland,2013,321857,
Izland,2014,325671,
Izland,2015,329100,
Izland,2016,332529,
Izland,2017,338349,
Izland,2018,348450,
Izland,2019,356991,
Liechtenstein,2008,35356,
Liechtenstein,2009,35589,
Liechtenstein,2010,35894,
Liechtenstein,2011,36149,
Liechtenstein,2012,36475,
Liechtenstein,2013,36838,
Liechtenstein,2014,37129,
Liechtenstein,2015,37366,
Liechtenstein,2016,37622,
Liechtenstein,2017,37810,
Liechtenstein,2018,38114,
Liechtenstein,2019,38378,
Norvégia,2008,4737171,
Norvégia,2009,4799252,
Norvégia,2010,4858199,
Norvégia,2011,4920305,
Norvégia,2012,4985870,
Norvégia,2013,5051275,
Norvégia,2014,5107970,
Norvégia,2015,5166493,
Norvégia,2016,5210721,
Norvégia,2017,5258317,
Norvégia,2018,5295619,
Norvégia,2019,5328212,
Svájc,2008,7593494,
Svájc,2009,7701856,
Svájc,2010,7785806,
Svájc,2011,7870134,
Svájc,2012,7954662,
Svájc,2013,8039060,
Svájc,2014,8139631,
Svájc,2015,8237666,
Svájc,2016,8327126,
Svájc,2017,8419550,
Svájc,2018,8484130,
Svájc,2019,8542323,
Montenegró,2008,615543,
Montenegró,2009,617157,
Montenegró,2010,619001,
Montenegró,2011,619850,
Montenegró,2012,620308,
Montenegró,2013,620893,
Montenegró,2014,621521,
Montenegró,2015,622099,
Montenegró,2016,622218,
Montenegró,2017,622387,
Montenegró,2018,622359,
Montenegró,2019,622182,
Macedónia,2008,2045177,
Macedónia,2009,2048619,
Macedónia,2010,2052722,
Macedónia,2011,2057284,
Macedónia,2012,2059794,
Macedónia,2013,2062294,
Macedónia,2014,2065769,
Macedónia,2015,2069172,
Macedónia,2016,2071278,
Macedónia,2017,2073702,
Macedónia,2018,2075301,
Macedónia,2019,2077132,
Albánia,2008,2958266,
Albánia,2009,2936355,
Albánia,2010,2918674,
Albánia,2011,2907361,
Albánia,2012,2903008,
Albánia,2013,2897770,
Albánia,2014,2892394,
Albánia,2015,2885796,
Albánia,2016,2875592,
Albánia,2017,2876591,
Albánia,2018,2870324,
Albánia,2019,2862427,
Szerbia,2008,7365507,
Szerbia,2009,7334937,
Szerbia,2010,7306677,
Szerbia,2011,7251549,
Szerbia,2012,7216649,
Szerbia,2013,7181505,
Szerbia,2014,7146759,
Szerbia,2015,7114393,
Szerbia,2016,7076372,
Szerbia,2017,7040272,
Szerbia,2018,7001444,
Szerbia,2019,6963764,
Törökország,2008,70586256,
Törökország,2009,71517100,
Törökország,2010,72561312,
Törökország,2011,73722988,
Törökország,2012,74724269,
Törökország,2013,75627384,
Törökország,2014,76667864,
Törökország,2015,77695904,
Törökország,2016,78741053,
Törökország,2017,79814871,
Törökország,2018,80810525,
Törökország,2019,82003882,
Andorra,2008,83137,
Andorra,2009,84484,
Andorra,2010,84082,
Andorra,2011,78115,
Andorra,2012,78115,
Andorra,2013,76246,
Andorra,2014,77165,
Andorra,2015,78011,
Andorra,2016,71732,
Andorra,2017,77001,
Andorra,2018,77006,
Andorra,2019,77142,
Fehéroroszország,2008,9689770,
Fehéroroszország,2009,9671912,
Fehéroroszország,2010,9480178,
Fehéroroszország,2011,9481193,
Fehéroroszország,2012,9465150,
Fehéroroszország,2013,9463840,
Fehéroroszország,2014,9468154,
Fehéroroszország,2015,9480868,
Fehéroroszország,2016,9498364,
Fehéroroszország,2017,9504704,
Fehéroroszország,2018,9491823,
Fehéroroszország,2019,9475174,
Bosznia-Hercegovina,2008,3843846,
Bosznia-Hercegovina,2009,3843998,
Bosznia-Hercegovina,2010,3844046,
Bosznia-Hercegovina,2011,3843183,
Bosznia-Hercegovina,2012,3839265,
Bosznia-Hercegovina,2013,3835645,
Bosznia-Hercegovina,2014,3830911,
Bosznia-Hercegovina,2015,3825334,
Bosznia-Hercegovina,2016,3515982,
Bosznia-Hercegovina,2017,3509728,
Bosznia-Hercegovina,2018,3502550,
Bosznia-Hercegovina,2019,3507017,
Koszovó,2008,2153139,
Koszovó,2009,2180686,
Koszovó,2010,2208107,
Koszovó,2011,1794180,
Koszovó,2012,1780021,
Koszovó,2013,1815606,
Koszovó,2014,1820631,
Koszovó,2015,1804944,
Koszovó,2016,1771604,
Koszovó,2017,1783531,
Koszovó,2018,1798506,
Koszovó,2019,1795666,
Moldova,2008,3572703,
Moldova,2009,3567512,
Moldova,2010,3563695,
Moldova,2011,3560430,
Moldova,2012,3559541,
Moldova,2013,3559497,
Moldova,2014,3557634,
Moldova,2015,3555159,
Moldova,2016,3553056,
Moldova,2017,3550852,
Moldova,2018,3547539,
Moldova,2019,4043263,
Monaco,2008,34872,
Monaco,2009,35226,
Monaco,2010,35612,
Monaco,2011,36024,
Monaco,2012,36460,
Monaco,2013,36901,
Monaco,2014,37322,
Monaco,2015,37718,
Monaco,2016,38070,
Monaco,2017,38392,
Monaco,2018,38682,
Monaco,2019,38964,
Oroszország,2008,142008838,
Oroszország,2009,141903979,
Oroszország,2010,141914509,
Oroszország,2011,142856536,
Oroszország,2012,143056383,
Oroszország,2013,143666931,
Oroszország,2014,143666931,
Oroszország,2015,145544710,
Oroszország,2016,145800000,
Oroszország,2017,145530082,
Oroszország,2018,145734038,
Oroszország,2019,145872256,
SanMarino,2008,32054,
SanMarino,2009,31269,
SanMarino,2010,31229,
SanMarino,2011,31863,
SanMarino,2012,33376,
SanMarino,2013,33562,
SanMarino,2014,32520,
SanMarino,2015,32789,
SanMarino,2016,33005,
SanMarino,2017,33196,
SanMarino,2018,34453,
SanMarino,2019,34590,
Ukrajna,2008,46192309,
Ukrajna,2009,45963359,
Ukrajna,2010,45782592,
Ukrajna,2011,45598179,
Ukrajna,2012,45453282,
Ukrajna,2013,45372692,
Ukrajna,2014,45245894,
Ukrajna,2015,42759661,
Ukrajna,2016,42590879,
Ukrajna,2017,42414905,
Ukrajna,2018,42386403,
Ukrajna,2019,42153201,
Örményország,2008,3230086,
Örményország,2009,3237976,
Örményország,2010,3249482,
Örményország,2011,3262650,
Örményország,2012,3274285,
Örményország,2013,3026878,
Örményország,2014,2925553,
Örményország,2015,3010598,
Örményország,2016,2998577,
Örményország,2017,2986151,
Örményország,2018,2972732,
Örményország,2019,2965269,
Azerbajdzsán,2008,8629900,
Azerbajdzsán,2009,8896900,
Azerbajdzsán,2010,8997586,
Azerbajdzsán,2011,9111078,
Azerbajdzsán,2012,9235085,
Azerbajdzsán,2013,9356483,
Azerbajdzsán,2014,9477119,
Azerbajdzsán,2015,9593038,
Azerbajdzsán,2016,9705643,
Azerbajdzsán,2017,9809981,
Azerbajdzsán,2018,9898085,
Azerbajdzsán,2019,10047718,
Grúzia,2008,4382070,
Grúzia,2009,4385429,
Grúzia,2010,4436391,
Grúzia,2011,4469250,
Grúzia,2012,4497617,
Grúzia,2013,3718000,
Grúzia,2014,4490498,
Grúzia,2015,3729500,
Grúzia,2016,3720400,
Grúzia,2017,3726374,
Grúzia,2018,3729633,
Grúzia,2019,3723945,
